fecha_contacto,cliente,forma_pago,ubicacion,m2_referencia,tipologia,sistema_constructivo,tipo_entrega,revestimiento,estado_lead,distancia_km,precio_cotizado
2024-03-05,Luis Garcia,CONTADO,CARLOS PAZ,67.0,AMERICANA,S.F,OBRA GRIS,LADRILLO,POTABLE,34.0,24072000.0
2024-01-08,Elena Romero,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,65.6,MINIMALISTA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,444.0,18176000.0
2024-10-27,Juan Romero,CONTADO,CÓRDOBA CAPITAL,52.7,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,13.0,17913000.0
2024-12-08,Juan Garcia,CONTADO,CÓRDOBA CAPITAL,27.5,AMERICANA,S.F,OBRA GRIS,MADERA,VENDIDO,16.0,9448000.0
2025-03-06,Carla Garcia,PLAN 36-60,LA PLATA,74.3,CABAÑA,E.E,OBRA GRIS,,POTABLE,735.0,22113000.0
2025-02-27,Lucia Gonzalez,PLAN 36-60,CARLOS PAZ,83.1,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,54.0,42064000.0
2024-11-27,Diego Sanchez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,30.8,MINIMALISTA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,431.0,10100000.0
2025-03-13,Diego Perez,FINANCIACION PROPIA,CARLOS PAZ,26.8,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,VENDIDO,46.0,7383000.0
2025-08-10,Lucia Garcia,FINANCIACION PROPIA,ALTA GRACIA,52.3,AMERICANA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,38.0,16688000.0
2024-06-22,Maria Sanchez,CONTADO,CARLOS PAZ,42.5,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,51.0,20240000.0
2025-07-12,Maria Perez,PLAN 36-60,CARLOS PAZ,57.9,AMERICANA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,44.0,16352000.0
2025-06-10,Maria Rodriguez,PLAN 36-60,ALTA GRACIA,79.2,MINIMALISTA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,59.0,25535000.0
2025-10-20,Carla Rodriguez,CONTADO,ALTA GRACIA,,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,46.0,8918000.0
2024-01-26,Juan Sanchez,CONTADO,BUENOS AIRES,86.6,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,POTABLE,680.0,28954000.0
2025-08-27,Pedro Perez,PLAN 36-60,SANTIAGO DEL ESTERO,46.9,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,435.0,21481000.0
2025-02-09,Ana Gonzalez,CONTADO,BUENOS AIRES,65.2,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,734.0,21749000.0
2024-08-19,Carla Gonzalez,NO SABE,CÓRDOBA CAPITAL,67.4,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,21.0,32282000.0
2025-06-16,Ana Garcia,FINANCIACION PROPIA,LA PLATA,69.7,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,788.0,35478000.0
2025-07-03,Carla Perez,CONTADO,BUENOS AIRES,56.2,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,POTABLE,667.0,28379000.0
2026-02-26,Maria Perez,CONTADO,ALTA GRACIA,60.9,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,50.0,29008000.0
2025-05-19,Diego Romero,NO SABE,CÓRDOBA CAPITAL,60.8,AMERICANA,S.F,OBRA GRIS,LADRILLO,VENDIDO,28.0,20284000.0
2025-10-30,Lucia Romero,CONTADO,SANTIAGO DEL ESTERO,42.4,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,411.0,20646000.0
2024-06-27,Jorge Rodriguez,FINANCIACION PROPIA,MENDIOLAZA,20.0,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,22.0,9383000.0
2024-05-11,Pedro Rodriguez,PLAN 36-60,CARLOS PAZ,30.6,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,POTABLE,48.0,9857000.0
2025-03-30,Diego Sanchez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,52.9,CABAÑA,S.F,OBRA GRIS,MADERA,POTABLE,432.0,18636000.0
2024-12-13,Juan Romero,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,39.3,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,466.0,18269000.0
2025-06-23,Ana Gonzalez,CONTADO,ALTA GRACIA,39.3,CABAÑA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,49.0,15215000.0
2026-02-10,Carla Lopez,CONTADO,LA PLATA,91.0,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,809.0,33189000.0
2025-02-09,Luis Rodriguez,PLAN 36-60,BUENOS AIRES,72.2,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,749.0,34425000.0
2024-03-16,Luis Garcia,NO SABE,ALTA GRACIA,50.0,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,POTABLE,52.0,14049000.0
2025-08-01,Pedro Lopez,CONTADO,CARLOS PAZ,68.4,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,VENDIDO,37.0,18366000.0
2025-05-06,Juan Gonzalez,PLAN 36-60,ALTA GRACIA,46.6,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,42.0,20054000.0
2024-07-12,Diego Garcia,CONTADO,CARLOS PAZ,57.2,CABAÑA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,52.0,17966000.0
2024-06-10,Diego Martinez,FINANCIACION PROPIA,ALTA GRACIA,63.8,MINIMALISTA,W.F,OBRA GRIS,MADERA,POTABLE,50.0,20464000.0
2024-12-12,Jorge Sanchez,FINANCIACION PROPIA,MENDIOLAZA,46.6,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,40.0,21852000.0
2024-12-26,Luis Sanchez,CONTADO,LA PLATA,41.3,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,VENDIDO,755.0,12478000.0
2026-02-07,Jorge Rodriguez,CONTADO,MENDIOLAZA,79.5,CABAÑA,S.F,OBRA GRIS,MADERA,POTABLE,23.0,28938000.0
2025-08-06,Carla Garcia,CONTADO,CÓRDOBA CAPITAL,67.3,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,13.0,31644000.0
2024-03-27,Carla Garcia,PLAN 36-60,LA PLATA,20.0,MINIMALISTA,S.F,OBRA GRIS,MADERA,POTABLE,726.0,8452000.0
2024-09-18,Ana Perez,PLAN 36-60,BUENOS AIRES,41.6,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,POTABLE,738.0,13210000.0
2024-08-01,Lucia Romero,CONTADO,ALTA GRACIA,39.4,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,53.0,16039000.0
2025-10-26,Luis Sanchez,NO SABE,SANTIAGO DEL ESTERO,42.6,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,409.0,12998000.0
2025-12-22,Luis Romero,PLAN 36-60,CÓRDOBA CAPITAL,72.2,CABAÑA,W.F,OBRA GRIS,MADERA,POTABLE,21.0,22302000.0
2025-07-26,Elena Lopez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,55.4,AMERICANA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,487.0,19419000.0
2026-02-18,Lucia Romero,CONTADO,MENDIOLAZA,27.2,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,37.0,8492000.0
2024-09-18,Juan Gonzalez,CONTADO,BUENOS AIRES,47.3,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,711.0,21519000.0
2025-12-30,Luis Martinez,PLAN 36-60,LA PLATA,65.8,AMERICANA,S.F,OBRA GRIS,,NO LE INTERESA,741.0,23726000.0
2024-10-09,Luis Romero,PLAN 36-60,BUENOS AIRES,50.6,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,749.0,21651000.0
2025-10-09,Juan Sanchez,PLAN 36-60,CÓRDOBA CAPITAL,42.1,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,16.0,14393000.0
2025-04-11,Diego Gonzalez,FINANCIACION PROPIA,MENDIOLAZA,61.6,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,41.0,27119000.0
2025-01-14,Jorge Rodriguez,PLAN 36-60,ALTA GRACIA,87.4,CABAÑA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,55.0,24986000.0
2024-12-27,Pedro Martinez,CONTADO,SANTIAGO DEL ESTERO,64.2,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,482.0,24846000.0
2025-03-24,Juan Sanchez,NO SABE,ALTA GRACIA,81.0,AMERICANA,W.F,LLAVE EN MANO,MADERA,POTABLE,60.0,36093000.0
2025-03-16,Diego Perez,PLAN 36-60,CARLOS PAZ,43.4,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,49.0,11975000.0
2024-04-02,Elena Lopez,CONTADO,BUENOS AIRES,,AMERICANA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,663.0,16906000.0
2025-09-12,Pedro Lopez,CONTADO,CÓRDOBA CAPITAL,54.4,MINIMALISTA,S.F,LLAVE EN MANO,,NO LE INTERESA,10.0,26710000.0
2026-01-22,Lucia Garcia,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,57.4,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,404.0,29153000.0
2025-02-27,Elena Gonzalez,FINANCIACION PROPIA,LA PLATA,63.8,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,729.0,28747000.0
2024-05-21,Maria Rodriguez,CONTADO,LA PLATA,36.6,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,716.0,18327000.0
2024-10-17,Elena Garcia,CONTADO,LA PLATA,67.9,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,760.0,31186000.0
2025-03-07,Jorge Perez,FINANCIACION PROPIA,MENDIOLAZA,22.4,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,21.0,8995000.0
2026-01-18,Jorge Perez,NO SABE,LA PLATA,28.3,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,757.0,10714000.0
2025-11-19,Maria Garcia,CONTADO,SANTIAGO DEL ESTERO,97.7,CABAÑA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,490.0,34960000.0
2025-10-14,Lucia Lopez,FINANCIACION PROPIA,BUENOS AIRES,44.8,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,735.0,18678000.0
2025-12-01,Juan Sanchez,CONTADO,BUENOS AIRES,69.6,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,754.0,31262000.0
2024-02-18,Lucia Martinez,CONTADO,BUENOS AIRES,89.0,AMERICANA,E.E,OBRA GRIS,LADRILLO,POTABLE,683.0,25660000.0
2024-10-28,Juan Romero,CONTADO,MENDIOLAZA,20.0,CABAÑA,E.E,LLAVE EN MANO,MADERA,VENDIDO,33.0,8168000.0
2024-07-08,Juan Garcia,CONTADO,CARLOS PAZ,77.5,CABAÑA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,38.0,29326000.0
2024-05-15,Jorge Martinez,CONTADO,LA PLATA,68.0,MINIMALISTA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,759.0,23996000.0
2025-07-08,Jorge Lopez,NO SABE,BUENOS AIRES,87.8,CABAÑA,E.E,OBRA GRIS,MADERA,POTABLE,716.0,26087000.0
2025-02-07,Ana Gonzalez,CONTADO,LA PLATA,31.4,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,714.0,13274000.0
2025-08-24,Carla Garcia,CONTADO,MENDIOLAZA,84.0,CABAÑA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,26.0,23669000.0
2024-12-06,Ana Perez,,LA PLATA,40.2,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,780.0,20139000.0
2026-01-26,Carla Gonzalez,FINANCIACION PROPIA,CARLOS PAZ,76.1,AMERICANA,W.F,OBRA GRIS,LADRILLO,POTABLE,49.0,23883000.0
2025-12-04,Juan Rodriguez,NO SABE,MENDIOLAZA,54.3,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,34.0,26089000.0
2024-11-13,Lucia Martinez,CONTADO,MENDIOLAZA,70.4,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,27.0,27319000.0
2025-09-09,Elena Sanchez,PLAN 36-60,CÓRDOBA CAPITAL,56.0,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,15.0,22888000.0
2024-12-28,Ana Romero,CONTADO,MENDIOLAZA,20.0,AMERICANA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,22.0,9703000.0
2025-01-16,Jorge Garcia,PLAN 36-60,LA PLATA,20.0,CABAÑA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,805.0,6824000.0
2024-08-20,Ana Gonzalez,CONTADO,MENDIOLAZA,59.2,CABAÑA,S.F,OBRA GRIS,MADERA,POTABLE,42.0,20081000.0
2026-02-15,Lucia Perez,PLAN 36-60,LA PLATA,49.7,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,717.0,15345000.0
2024-12-09,Juan Sanchez,FINANCIACION PROPIA,LA PLATA,63.0,AMERICANA,E.E,LLAVE EN MANO,MADERA,POTABLE,727.0,25942000.0
2025-07-02,Diego Garcia,PLAN 36-60,BUENOS AIRES,50.0,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,718.0,14986000.0
2025-07-06,Pedro Romero,CONTADO,MENDIOLAZA,,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,26.0,39110000.0
2025-06-12,Jorge Lopez,CONTADO,CÓRDOBA CAPITAL,59.6,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,28.0,27961000.0
2026-02-27,Juan Garcia,PLAN 36-60,LA PLATA,46.1,AMERICANA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,786.0,16279000.0
2025-07-24,Diego Gonzalez,PLAN 36-60,BUENOS AIRES,61.7,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,687.0,21779000.0
2024-07-01,Juan Romero,,CÓRDOBA CAPITAL,46.4,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,5.0,22891000.0
2024-02-10,Carla Perez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,56.9,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,25.0,28831000.0
2025-07-04,Carla Perez,PLAN 36-60,MENDIOLAZA,30.7,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,VENDIDO,31.0,10694000.0
2025-01-31,Ana Sanchez,CONTADO,ALTA GRACIA,54.8,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,51.0,18461000.0
2025-12-04,Diego Martinez,CONTADO,BUENOS AIRES,45.4,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,689.0,16426000.0
2026-02-17,Jorge Martinez,NO SABE,ALTA GRACIA,32.5,CABAÑA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,39.0,11051000.0
2025-05-08,Juan Gonzalez,CONTADO,LA PLATA,94.5,MINIMALISTA,S.F,OBRA GRIS,MADERA,POTABLE,778.0,33391000.0
2025-10-20,Elena Lopez,NO SABE,SANTIAGO DEL ESTERO,33.3,CABAÑA,S.F,LLAVE EN MANO,MADERA,POTABLE,445.0,16412000.0
2024-11-28,Diego Martinez,PLAN 36-60,ALTA GRACIA,55.1,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,41.0,21309000.0
2024-05-06,Ana Gonzalez,CONTADO,BUENOS AIRES,38.9,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,674.0,19649000.0
2025-07-11,Juan Garcia,FINANCIACION PROPIA,MENDIOLAZA,,MINIMALISTA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,35.0,17277000.0
2025-07-10,Elena Rodriguez,CONTADO,BUENOS AIRES,29.5,AMERICANA,S.F,LLAVE EN MANO,MADERA,POTABLE,733.0,16327000.0
2024-01-01,Maria Garcia,CONTADO,MENDIOLAZA,71.8,MINIMALISTA,S.F,OBRA GRIS,MADERA,POTABLE,27.0,24044000.0
2024-06-16,Lucia Perez,CONTADO,ALTA GRACIA,95.7,AMERICANA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,53.0,27624000.0
2025-09-11,Carla Rodriguez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,38.2,CABAÑA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,418.0,13476000.0
2024-01-19,Elena Garcia,PLAN 36-60,CARLOS PAZ,79.3,AMERICANA,E.E,LLAVE EN MANO,MADERA,VENDIDO,38.0,29647000.0
2024-11-27,Luis Sanchez,CONTADO,LA PLATA,47.4,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,784.0,24740000.0
2025-08-06,Ana Sanchez,CONTADO,BUENOS AIRES,85.1,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,726.0,44385000.0
2025-03-31,Carla Romero,PLAN 36-60,CARLOS PAZ,98.8,MINIMALISTA,E.E,LLAVE EN MANO,,NO LE INTERESA,37.0,37530000.0
2024-04-18,Juan Sanchez,CONTADO,CARLOS PAZ,50.3,AMERICANA,W.F,OBRA GRIS,MADERA,POTABLE,33.0,15989000.0
2024-09-24,Lucia Garcia,CONTADO,CÓRDOBA CAPITAL,24.6,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,6.0,6669000.0
2025-03-20,Lucia Sanchez,CONTADO,CÓRDOBA CAPITAL,74.0,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,26.0,34756000.0
2024-08-27,Pedro Rodriguez,PLAN 36-60,LA PLATA,59.5,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,718.0,23841000.0
2024-10-27,Pedro Martinez,CONTADO,SANTIAGO DEL ESTERO,65.0,AMERICANA,W.F,OBRA GRIS,,POTABLE,411.0,21427000.0
2025-08-24,Ana Perez,PLAN 36-60,CÓRDOBA CAPITAL,48.2,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,11.0,24567000.0
2024-04-12,Diego Martinez,PLAN 36-60,BUENOS AIRES,37.3,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,705.0,17967000.0
2024-09-06,Ana Romero,NO SABE,BUENOS AIRES,,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,739.0,29711000.0
2025-03-28,Elena Perez,FINANCIACION PROPIA,ALTA GRACIA,61.4,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,41.0,25159000.0
2025-06-03,Jorge Perez,PLAN 36-60,BUENOS AIRES,26.1,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,714.0,12788000.0
2024-06-01,Carla Perez,FINANCIACION PROPIA,LA PLATA,68.7,AMERICANA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,719.0,35028000.0
2024-06-22,Pedro Garcia,NO SABE,MENDIOLAZA,64.7,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,VENDIDO,32.0,17674000.0
2024-12-08,Elena Rodriguez,PLAN 36-60,CARLOS PAZ,48.5,CABAÑA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,34.0,22990000.0
2025-10-31,Luis Romero,PLAN 36-60,BUENOS AIRES,87.4,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,681.0,42875000.0
2025-03-06,Elena Rodriguez,CONTADO,LA PLATA,42.6,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,747.0,15258000.0
2025-12-27,Pedro Romero,FINANCIACION PROPIA,MENDIOLAZA,51.6,CABAÑA,W.F,OBRA GRIS,LADRILLO,VENDIDO,39.0,16362000.0
2025-11-19,Elena Sanchez,CONTADO,MENDIOLAZA,70.4,AMERICANA,S.F,OBRA GRIS,MADERA,POTABLE,39.0,24237000.0
2025-11-17,Juan Lopez,,CÓRDOBA CAPITAL,56.5,CABAÑA,S.F,OBRA GRIS,LADRILLO,POTABLE,15.0,19013000.0
2025-10-19,Maria Lopez,PLAN 36-60,MENDIOLAZA,27.3,AMERICANA,E.E,OBRA GRIS,LADRILLO,POTABLE,23.0,7724000.0
2024-11-19,Pedro Martinez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,,AMERICANA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,428.0,20646000.0
2025-11-03,Lucia Gonzalez,PLAN 36-60,MENDIOLAZA,46.7,AMERICANA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,33.0,15818000.0
2025-09-30,Lucia Lopez,FINANCIACION PROPIA,MENDIOLAZA,72.1,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,POTABLE,42.0,31676000.0
2025-02-23,Carla Sanchez,FINANCIACION PROPIA,CARLOS PAZ,58.0,MINIMALISTA,S.F,OBRA GRIS,,NO LE INTERESA,54.0,19874000.0
2025-08-16,Maria Lopez,PLAN 36-60,SANTIAGO DEL ESTERO,56.9,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,464.0,19026000.0
2025-04-29,Ana Romero,PLAN 36-60,LA PLATA,34.0,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,745.0,11928000.0
2025-10-20,Jorge Romero,PLAN 36-60,SANTIAGO DEL ESTERO,50.4,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,469.0,24321000.0
2026-01-20,Ana Gonzalez,NO SABE,SANTIAGO DEL ESTERO,74.4,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,434.0,37241000.0
2025-02-15,Luis Rodriguez,,LA PLATA,39.5,CABAÑA,S.F,OBRA GRIS,MADERA,POTABLE,773.0,15416000.0
2024-03-24,Lucia Perez,NO SABE,CARLOS PAZ,54.3,AMERICANA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,36.0,19200000.0
2024-04-22,Elena Sanchez,CONTADO,BUENOS AIRES,,CABAÑA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,687.0,11726000.0
2026-01-06,Carla Perez,CONTADO,MENDIOLAZA,31.3,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,22.0,13576000.0
2024-11-27,Luis Romero,CONTADO,SANTIAGO DEL ESTERO,53.3,AMERICANA,E.E,OBRA GRIS,,NO LE INTERESA,442.0,16088000.0
2025-01-12,Luis Lopez,PLAN 36-60,SANTIAGO DEL ESTERO,58.5,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,462.0,23638000.0
2026-01-24,Diego Gonzalez,FINANCIACION PROPIA,BUENOS AIRES,94.9,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,739.0,43984000.0
2025-10-16,Elena Gonzalez,CONTADO,LA PLATA,45.9,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,791.0,14065000.0
2024-02-10,Diego Sanchez,CONTADO,ALTA GRACIA,54.0,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,60.0,26086000.0
2026-02-08,Maria Garcia,CONTADO,BUENOS AIRES,30.0,MINIMALISTA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,669.0,11302000.0
2024-04-14,Lucia Sanchez,PLAN 36-60,SANTIAGO DEL ESTERO,67.2,CABAÑA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,449.0,34045000.0
2024-07-20,Luis Rodriguez,CONTADO,CÓRDOBA CAPITAL,63.0,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,18.0,29490000.0
2025-03-25,Carla Romero,CONTADO,MENDIOLAZA,84.8,CABAÑA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,40.0,38628000.0
2024-09-22,Diego Romero,FINANCIACION PROPIA,MENDIOLAZA,77.2,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,27.0,27668000.0
2024-07-28,Lucia Martinez,CONTADO,BUENOS AIRES,62.0,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,667.0,28534000.0
2025-07-16,Pedro Romero,PLAN 36-60,CARLOS PAZ,45.6,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,38.0,20031000.0
2024-04-27,Diego Rodriguez,,BUENOS AIRES,59.1,AMERICANA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,758.0,19589000.0
2025-12-13,Luis Gonzalez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,52.8,CABAÑA,W.F,LLAVE EN MANO,MADERA,POTABLE,490.0,23511000.0
2025-01-11,Diego Garcia,CONTADO,LA PLATA,74.1,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,750.0,28934000.0
2025-07-04,Ana Sanchez,NO SABE,CÓRDOBA CAPITAL,71.5,AMERICANA,E.E,OBRA GRIS,LADRILLO,POTABLE,27.0,19392000.0
2025-06-23,Maria Perez,PLAN 36-60,BUENOS AIRES,49.1,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,VENDIDO,663.0,17305000.0
2026-02-09,Juan Sanchez,CONTADO,LA PLATA,25.8,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,741.0,9199000.0
2024-03-24,Pedro Martinez,CONTADO,BUENOS AIRES,81.7,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,POTABLE,733.0,40336000.0
2025-03-29,Juan Sanchez,CONTADO,SANTIAGO DEL ESTERO,66.6,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,422.0,34914000.0
2025-10-28,Lucia Sanchez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,48.6,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,POTABLE,10.0,25001000.0
2025-09-20,Maria Sanchez,PLAN 36-60,CARLOS PAZ,65.9,CABAÑA,S.F,LLAVE EN MANO,MADERA,VENDIDO,52.0,31356000.0
2025-05-28,Pedro Sanchez,CONTADO,CARLOS PAZ,56.5,AMERICANA,W.F,LLAVE EN MANO,MADERA,POTABLE,45.0,24805000.0
2025-08-27,Jorge Romero,CONTADO,BUENOS AIRES,,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,759.0,27327000.0
2025-11-08,Luis Sanchez,FINANCIACION PROPIA,CARLOS PAZ,20.0,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,33.0,7612000.0
